Address,FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Sent_tnx,Received_Tnx,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name
0x00e01a648ff41346cdeb873182383333d2184dd1,1.0,28504.65,104.43,15.0,22.0,21.0,13.0,0.425099,49.999314,9.10075,0.0,25.0,13.33,0.0,0.0,0.0,199.95,200.2164943,0.0,0.26649427,29853.23469,208.7350508,0.0,1.0,35.0,30.0,0.0,0.0,0.0,0.0,20180.614,635.175206,0.0,208.735045,69.57835,3.0,30.0
0x00eb6f5199cd0b671da371969b1a0f948e982fea,1.0,0.0,1460.98,1.0,22.0,15.0,1.0,0.051,8.99,1.456564,29.535269,29.535269,29.535269,0.0,0.0,0.0,29.53526877,32.04440777,0.0,2.509139,100.337,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,33.445667,0.0,0.0,0.0,0.0,3.0
0x011da0ab16577cbb73374a5b9b869d66253150e7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.337,0.6685,0.0,0.0,0.0,0.0,2.0
0x0153775362c3071c1860e8dbfd53ccc82fa226f5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999538,0.999538,0.999538,0.0,0.0,0.0,0.999538,1.0,0.0,0.000462,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x015f17e2851ea392351b7f259e4cfd03dc443cef,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00154,0.00154,0.00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00154,0.0,0.00154,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x015fca1d09287823e634ae51237ee1eeff03d9d5,1.0,0.0,5065.38,1.0,3.0,3.0,1.0,6e-05,0.6771,0.258731,0.775651,0.775651,0.775651,0.0,0.0,0.0,0.775651,0.776194,0.0,0.000543,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x0167409e6106ec3e3f05a09fcf04606918d21ad5,1.0,259.52,2.6,17.0,2.0,2.0,6.0,0.003349,0.07,0.036675,0.0,0.044494,0.003218,0.0,0.0,0.0,0.054713631,0.073349,0.0,0.01863537,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x016c0261c48d089ac26d0a48f840c9a9d5e203dd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x017f86b90a46d8fd999eaefda1339355b98da12f,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.499139,0.499139,0.499139,0.0,0.0,0.0,0.499139,0.5,0.0,0.000861,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050,1.0,0.0,24.43,1.0,2.0,2.0,1.0,0.9,2.6,1.75,3.499139,3.499139,3.499139,0.0,0.0,0.0,3.499139,3.5,0.0,0.000861,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x024c344da7208e60356378a252dab771c34be111,1.0,0.0,269.49,1.0,21.0,21.0,1.0,0.0003,3.987536,0.815339,17.121073,17.121073,17.121073,0.0,0.0,0.0,17.12107329,17.12212329,0.0,0.00105,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x02673ebfbfaed5891f6b14248b0e2753a8758fbf,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.09845,0.09845,0.09845,0.0,0.0,0.0,0.09845,0.1,0.0,0.00155,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x02d0b53ec925f5c5907eb3dd85bededaa4362564,1.0,1226.72,1037.84,2.0,28.0,25.0,2.0,0.001,1.0,0.373209,1.85895,8.588816,5.223883,0.0,0.0,0.0,10.44776569,10.44986569,0.0,0.0021,13.37,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,13.37,4.456667,0.0,0.0,0.0,0.0,3.0
0x02d1347abe00beaa073058b1414722cdcc31abb3,1.0,0.0,8.97,1.0,2.0,2.0,1.0,0.5,1.587594,1.043797,2.086733,2.086733,2.086733,0.0,0.0,0.0,2.0867329,2.0875939,0.0,0.000861,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x02f4a464eebb46a50dd087074d7a2cf3f5a3598b,1.0,0.0,39557.38,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x02fd82cba3bae39484d5eb7f75b5f3d5f418c691,1.0,0.0,3637.35,0.0,145.0,87.0,0.0,0.0,8.6,0.496212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95072335,0.0,71.95072335,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x0310c4385311d225cbcaca26fefc9ab45d3eba3e,1.0,3871.61,159.54,2.0,7.0,7.0,2.0,0.059521,0.59,0.287483,0.480147,1.528516,1.004331,0.0,0.0,0.0,2.008662961,2.012379961,0.0,0.003717,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x0387cfc283ffcf25a4a6a61e832545bbeb7c8fda,1.0,1566.74,412.68,4.0,2.0,2.0,4.0,0.379,3.4,1.8895,0.1,2.048576,0.943994,0.0,0.0,0.0,3.775976,3.779,0.0,0.003024,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x03b70dc31abf9cf6c1cf80bfeeb322e8d3dbb4ca,1.0,3545.11,8300.42,40.0,24.0,21.0,28.0,0.002652,2.392606,0.450844,0.0,1.908508,0.270272,0.0,0.0,0.0,10.81088587,10.82025598,0.0,0.009370107,37492.16326,37492.16326,0.0,1.0,2.0,1.0,0.0,0.0,0.0,16278.05937,21214.1039,18746.08163,37492.16326,37492.16326,37492.16326,1.0,1.0
0x03e115d99f005f9df8accec3f3d07f54b593ee96,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.994951,3.994951,3.994951,0.0,0.0,0.0,3.994951,4.0,0.0,0.005049,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x03f034fb47965123ea4148e3147e2cfdc5b1f7a5,1.0,9999.38,8870.62,32.0,21.0,14.0,32.0,0.1,7.0,1.02597,0.00015,6.99,0.671358,0.0,0.0,0.0,21.48345,21.54536359,0.0,0.061913592,1477.37,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1000.0,295.474,0.0,0.0,0.0,0.0,5.0
0x0400f72bca103add12c6793d6194d041983e150a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x043375ebc36fff7a4fcef1359f3c89afddf56e08,1.0,5714.26,1151.26,13.0,15.0,12.0,6.0,0.0,9.995,1.81406,0.0,8.999139,2.142332,0.0,0.0,0.0,27.8503163,27.21089717,0.0,-0.639419125,2300.865464,2299.528464,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.337,2299.528464,1150.432732,2299.528464,2299.528464,2299.528464,1.0,2.0
0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,1.0,140.5,0.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,2.496937,2.5,2.498469,0.0,0.0,0.0,4.99693738,5.0,0.0,0.00306262,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x04727c2bb15f2b83e7d3ce88b008aa68dccea0c4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.001,0.0,0.0009,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x049b01966f721db6ec76097043e9d6eccaf719b6,1.0,13251.47,8664.0,14.0,11.0,10.0,11.0,0.004591,2.0,0.366056,0.0,2.0,0.296909,0.0,0.0,0.0,4.156725714,4.026616943,0.0,-0.130108771,627560.1052,607301.96,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,600000.0,89651.4436,7301.96,600000.0,303650.98,2.0,7.0
0x04a96f1b6f661793787b527f3114f33d7e413b4d,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x051005cdcecd916fb8b98643d923646acc7e07cd,1.0,481.15,945.99,3.0,30.0,26.0,1.0,0.001111,6.366482,0.974037,1.0,14.218517,9.739506,0.0,0.0,0.0,29.21851686,29.22109986,0.0,0.002583,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x052f585fa599bfb4bed290ff30c057627ccd8059,1.0,0.0,629.46,1.0,2.0,2.0,1.0,0.004,0.12,0.062,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.124,0.0,0.024,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x054aa7a66dcdf5fd76a3914fb5e02650c1afa65b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x058e49378461c239dae065114cd9fa1c0dbc25c1,1.0,935.49,288.71,12.0,41.0,39.0,10.0,0.001,10.0,1.24261,0.0,48.1364,4.244608,0.0,0.0,0.0,50.93530057,50.94702061,0.0,0.01172004,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
0x059615ea15f7f0e2a276103127bbace30223d294,1.0,0.0,5566.96,1.0,5.0,5.0,1.0,0.461128,0.8,0.552226,2.759049,2.759049,2.759049,0.0,0.0,0.0,2.759049,2.761128,0.0,0.002079,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,1.0,376.37,4554.35,3.0,4.0,4.0,2.0,0.016771,0.796,0.408193,0.04226,1.258789,0.543613,0.0,0.0,0.0,1.63083851,1.63277051,0.0,0.001932,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,1.0,0.0
0x05dd62c007cde143b402fa5da3937c40c70b4b14,1.0,8921.53,538.88,8.0,103.0,101.0,5.0,0.005,420.0,6.07761,0.0,250.0,78.248789,0.0,0.0,0.0,625.990313,625.9938806,0.0,0.003567522,12262.38466,12261.04766,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,10389.14506,3065.596166,1871.902601,10389.14506,6130.523832,2.0,4.0
0x05e18136f048d648ee73dd5d269d590ff2873c33,1.0,0.0,442.24,1.0,15.0,14.0,1.0,0.1,19.266296,2.71094,40.663235,40.663235,40.663235,0.0,0.0,0.0,40.66323508,40.66409608,0.0,0.000861,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x05e3650bfc907cc1b3c774f0c053c8b990ce1a4b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x05e5061133f752ea565f40f1e755d9604c313bc9,1.0,113084.05,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1,0.896682,0.498341,0.0,0.0,0.0,0.996682,1.0,0.0,0.003318,222.4467836,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,201.446784,44.489357,0.0,0.0,0.0,0.0,5.0
0x05e85d73eaf6fef228294fdf867abba98552a99f,1.0,2007.34,87.19,3.0,4.0,2.0,3.0,0.007082,1.64,0.431776,0.000556,1.6,0.566852,0.0,0.0,0.0,1.7005555,1.72710242,0.0,0.02654692,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x05f71263372ac109cd13faa86d13a0e5830fcedc,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,1.0,76.43,341.23,45.0,63.0,50.0,33.0,0.000315,49.9,1.499907,0.0,105.55,3.396667,0.0,0.0,0.0,152.85,94.49412852,0.0,-58.35587148,1095772.784,921362.1696,0.0,6.0,45.0,37.0,0.0,0.0,0.0,0.0,430066.2,15010.58608,0.0,454944.208,26324.63342,28.0,37.0
0x06091b32533835265bfa6ef8b32b04747ba77bb2,1.0,21.68,369.91,4.0,16.0,16.0,2.0,0.001676,2.770609,1.071856,0.5,14.146761,4.286585,0.0,0.0,0.0,17.14634108,17.14969723,0.0,0.00335615,1.337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
0x0628b88c7a677773f7a22d408a8e694207701e72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x0642e5db00442400868546d5f8e21581dfe4f072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x0669398307efefb60030ff328a0cb6a3a840182c,1.0,0.0,1201.83,0.0,42.0,10.0,0.0,0.0,13.0,2.081817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4363053,0.0,87.4363053,21.9,0.0,21.9,0.0,1.0,1.0,0.0,0.0,0.0,21.9,21.9,21.9,0.0,0.0,0.0,0.0,1.0
0x069757a3dfd227e39493890e83de11598bfc7f85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x0697f9d4db21472b3461aa07be39b16cd5b56eca,1.0,11663.89,158.31,3.0,35.0,28.0,3.0,0.0,3.99,0.748651,0.0,16.199523,8.733174,0.0,0.0,0.0,26.19952346,26.20278288,0.0,0.003259418,3495.337,1994.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1994.0,873.83425,1994.0,1994.0,1994.0,1.0,4.0
0x069a6761e9897ced3f5d13f4aa9ad745e526c913,1.0,0.0,34540.87,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x071cf579507dd0661845694f709e68cf7ea506a4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x07315f6ddf3348c6d5f561ca6cb7451f103075aa,1.0,0.0,290.22,1.0,2.0,1.0,1.0,0.27787,0.590574,0.434222,0.868234,0.868234,0.868234,0.0,0.0,0.0,0.86823351,0.86844351,0.0,0.00021,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x07425527076b4f73b5616716dda54fb14cf1219e,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.60078,0.60078,0.60078,0.599951,0.599951,0.599951,0.0,0.0,0.0,0.599950713,0.600780486,0.0,0.000829773,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x074f95064a579de2287b21b6ed33033c18cb80ef,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.337,0.445667,0.0,0.0,0.0,0.0,2.0
0x0755e59d505c9b473aec50b476df3ea2045739aa,1.0,0.0,151.12,1.0,5.0,4.0,1.0,0.09,1.525676,0.542196,2.709404,2.709404,2.709404,0.0,0.0,0.0,2.70940422,2.71097922,0.0,0.001575,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x075dc757633700b257e090d62b62aac5997a99d4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.469,0.469,0.469,0.468,0.468,0.468,0.0,0.0,0.0,0.468,0.469,0.0,0.001,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x077ab20cd24146ddcd6fe7b805ae007f29e4d842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x078c2b3b09528fd7b80c9ee715f378d382f9139b,1.0,0.0,885.96,1.0,10.0,10.0,1.0,0.011609,4.99,0.997485,9.973989,9.973989,9.973989,0.0,0.0,0.0,9.973989078,9.97485007,0.0,0.000860992,1502.115707,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1500.0,375.528927,0.0,0.0,0.0,0.0,4.0
0x07920356975798037f26a934db461c7aafc8aa05,1.0,272.57,1.46,5.0,10.0,2.0,5.0,0.0,2.989391,0.308882,0.0,2.688446,0.617689,0.0,0.0,0.0,3.088446,3.088824,0.0,0.000378,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x07a065bbc565002740caccb22b452fdd029ba988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x07bc847f898d370ae6991ee9cc3abd16797e5cff,1.0,0.0,162.45,1.0,51.0,48.0,1.0,0.00075,10.0,1.042359,54.159873,54.159873,54.159873,0.0,0.0,0.0,54.15987303,53.16029303,0.0,-0.99958,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x07cfb04588154b06e3958b5d70408244102014d5,1.0,0.0,58.82,1.0,14.0,13.0,1.0,0.014016,7.0,1.793739,25.11148,25.11148,25.11148,0.0,0.0,0.0,25.11148009,25.11234109,0.0,0.000861,1.337,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.337,0.445667,0.0,0.0,0.0,0.0,3.0
0x07f101dec7fbee347a0f81a1c4ca724c53d491a4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
0x07faacbe52a8b5d3d22f49206bdd9d9c1f71991d,1.0,0.0,25120.67,0.0,7.0,4.0,0.0,0.0,0.086235,0.012319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086235,0.0,0.086235,13.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.337,13.37,13.37,0.0,0.0,0.0,0.0,1.0
